00ZH               20211102                                                                                   
0601ZHC3N       20220101001265100000005000 0300000000000674   
0601ZHC3N       20220101001270100000005000 0300000000000679   
0601ZHC3N       20220101001275100000005000 0300000000000684   
0601ZHC3N       20220101001280100000005000 0300000000000689   
0601ZHC3N       20220101001285100000005000 0300000000000693   
0601ZHC3N       20220101001290100000005000 0300000000000699   
0601ZHC3N       20220101001295100000005000 0300000000000703   
0601ZHC3N       20220101001300100000005000 0300000000000708   
0601ZHC3N       20220101001305100000005000 0300000000000713   
0601ZHC3N       20220101001310100000005000 0300000000000717   
0601ZHC3N       20220101001315100000005000 0300000000000722   
0601ZHC3N       20220101001320100000005000 0300000000000727   
0601ZHC3N       20220101001325100000005000 0300000000000731   
0601ZHC3N       20220101001330100000005000 0300000000000735   
0601ZHC3N       20220101001335100000005000 0300000000000740   
0601ZHC3N       20220101001340100000005000 0300000000000744   
0601ZHC3N       20220101001345100000005000 0300000000000749   
0601ZHC3N       20220101001350100000005000 0300000000000754   
0601ZHC3N       20220101001355100000005000 0300000000000758   
0601ZHC3N       20220101001360100000005000 0300000000000763   
0601ZHC3N       20220101001365100000005000 0300000000000768   
0601ZHC3N       20220101001370100000005000 0300000000000772   
0601ZHC3N       20220101001375100000005000 0300000000000776   
0601ZHC3N       20220101001380100000005000 0300000000000780   
0601ZHC3N       20220101001385100000005000 0300000000000785   
0601ZHC3N       20220101001390100000005000 0300000000000790   
0601ZHC3N       20220101001395100000005000 0300000000000794   
0601ZHC3N       20220101001400100000005000 0300000000000799   
0601ZHC3N       20220101001405100000005000 0300000000000803   
0601ZHC3N       20220101001410100000005000 0300000000000807   
0601ZHC3N       20220101001415100000005000 0300000000000812   
0601ZHC3N       20220101001420100000005000 0300000000000816   
0601ZHC3N       20220101001425100000005000 0300000000000820   
0601ZHC3N       20220101001430100000005000 0300000000000825   
0601ZHC3N       20220101001435100000005000 0300000000000830   
0601ZHC3N       20220101001440100000005000 0300000000000834   
0601ZHC3N       20220101001445100000005000 0300000000000838   
0601ZHC3N       20220101001450100000005000 0300000000000843   
0601ZHC3N       20220101001455100000005000 0300000000000847   
0601ZHC3N       20220101001460100000005000 0300000000000852   
0601ZHC3N       20220101001465100000005000 0300000000000856   
0601ZHC3N       20220101001470100000005000 0300000000000860   
0601ZHC3N       20220101001475100000005000 0300000000000866   
0601ZHC3N       20220101001480100000005000 0300000000000870   
0601ZHC3N       20220101001485100000005000 0300000000000875   
0601ZHC3N       20220101001490100000005000 0300000000000881   
0601ZHC3N       20220101001495100000005000 0300000000000885   
0601ZHC3N       20220101001500100000005000 0300000000000890   
0601ZHC3N       20220101001505100000005000 0300000000000896   
0601ZHC3N       20220101001510100000005000 0300000000000900   
0601ZHC3N       20220101001515100000005000 0300000000000905   
0601ZHC3N       20220101001520100000005000 0300000000000910   
0601ZHC3N       20220101001525100000005000 0300000000000915   
0601ZHC3N       20220101001530100000005000 0300000000000920   
0601ZHC3N       20220101001535100000005000 0300000000000925   
0601ZHC3N       20220101001540100000005000 0300000000000931   
0601ZHC3N       20220101001545100000005000 0300000000000936   
0601ZHC3N       20220101001550100000005000 0300000000000941   
0601ZHC3N       20220101001555100000005000 0300000000000947   
0601ZHC3N       20220101001560100000005000 0300000000000952   
0601ZHC3N       20220101001565100000005000 0300000000000957   
0601ZHC3N       20220101001570100000005000 0300000000000962   
0601ZHC3N       20220101001575100000005000 0300000000000968   
0601ZHC3N       20220101001580100000005000 0300000000000972   
0601ZHC3N       20220101001585100000005000 0300000000000978   
0601ZHC3N       20220101001590100000005000 0300000000000983   
0601ZHC3N       20220101001595100000005000 0300000000000988   
0601ZHC3N       20220101001600100000200000 0300000000001086   
0601ZHC3N       20220101001800100000200000 0300000000001251   
0601ZHC3N       20220101002000100000500000 0300000000001503   
0601ZHC3N       20220101002500100000500000 0300000000001782   
0601ZHC3N       20220101003000100000500000 0300000000002003   
0601ZHC3N       20220101003500100000500000 0300000000002185   
0601ZHC3N       20220101004000100000500000 0300000000002342   
0601ZHC3N       20220101004500100000500000 0300000000002467   
0601ZHC3N       20220101005000100005000000 0300000000002865   
0601ZHC3N       20220101010000100005000000 0300000000003022   
0601ZHC4N       20220101000000100000080000 0400000000000025   
0601ZHC4N       20220101000080100000005000 0400000000000024   
0601ZHC4N       20220101000085100000005000 0400000000000023   
0601ZHC4N       20220101000090100000005000 0400000000000022   
0601ZHC4N       20220101000095100000005000 0400000000000021   
0601ZHC4N       20220101000100100000005000 0400000000000020   
0601ZHC4N       20220101000105100000005000 0400000000000019   
0601ZHC4N       20220101000110100000005000 0400000000000018   
0601ZHC4N       20220101000115100000005000 0400000000000017   
0601ZHC4N       20220101000120100000005000 0400000000000016   
0601ZHC4N       20220101000125100000005000 0400000000000016   
0601ZHC4N       20220101000130100000005000 0400000000000015   
0601ZHC4N       20220101000135100000005000 0400000000000015   
0601ZHC4N       20220101000140100000005000 0400000000000014   
0601ZHC4N       20220101000145100000005000 0400000000000014   
0601ZHC4N       20220101000150100000005000 0400000000000013   
0601ZHC4N       20220101000155100000005000 0400000000000013   
0601ZHC4N       20220101000160100000005000 0400000000000012   
0601ZHC4N       20220101000165100000005000 0400000000000012   
0601ZHC4N       20220101000170100000005000 0400000000000012   
0601ZHC4N       20220101000175100000005000 0400000000000011   
0601ZHC4N       20220101000180100000005000 0400000000000011   
0601ZHC4N       20220101000185100000005000 0400000000000011   
0601ZHC4N       20220101000190100000005000 0400000000000010   
0601ZHC4N       20220101000195100000005000 0400000000000010   
0601ZHC4N       20220101000200100000005000 0400000000000010   
0601ZHC4N       20220101000205100000005000 0400000000000010   
0601ZHC4N       20220101000210100000005000 0400000000000009   
0601ZHC4N       20220101000215100000005000 0400000000000009   
0601ZHC4N       20220101000220100000005000 0400000000000009   
0601ZHC4N       20220101000225100000005000 0400000000000009   
0601ZHC4N       20220101000230100000005000 0400000000000009   
0601ZHC4N       20220101000235100000005000 0400000000000008   
0601ZHC4N       20220101000240100000005000 0400000000000008   
0601ZHC4N       20220101000245100000005000 0400000000000008   
0601ZHC4N       20220101000250100000005000 0400000000000008   
0601ZHC4N       20220101000255100000005000 0400000000000008   
0601ZHC4N       20220101000260100000005000 0400000000000008   
0601ZHC4N       20220101000265100000005000 0400000000000007   
0601ZHC4N       20220101000270100000005000 0400000000000007   
0601ZHC4N       20220101000275100000005000 0400000000000007   
0601ZHC4N       20220101000280100000005000 0400000000000007   
0601ZHC4N       20220101000285100000005000 0400000000000007   
0601ZHC4N       20220101000290100000005000 0400000000000007   
0601ZHC4N       20220101000295100000005000 0400000000000007   
0601ZHC4N       20220101000300100000005000 0400000000000007   
0601ZHC4N       20220101000305100000005000 0400000000000007   
0601ZHC4N       20220101000310100000005000 0400000000000006   
0601ZHC4N       20220101000315100000005000 0400000000000006   
0601ZHC4N       20220101000320100000005000 0400000000000006   
0601ZHC4N       20220101000325100000005000 0400000000000006   
0601ZHC4N       20220101000330100000005000 0400000000000006   
0601ZHC4N       20220101000335100000005000 0400000000000006   
0601ZHC4N       20220101000340100000005000 0400000000000006   
0601ZHC4N       20220101000345100000005000 0400000000000006   
0601ZHC4N       20220101000350100000005000 0400000000000006   
0601ZHC4N       20220101000355100000005000 0400000000000006   
0601ZHC4N       20220101000360100000005000 0400000000000006   
0601ZHC4N       20220101000365100000005000 0400000000000005   
0601ZHC4N       20220101000370100000005000 0400000000000005   
0601ZHC4N       20220101000375100000005000 0400000000000005   
0601ZHC4N       20220101000380100000005000 0400000000000005   
0601ZHC4N       20220101000385100000005000 0400000000000005   
0601ZHC4N       20220101000390100000005000 0400000000000005   
0601ZHC4N       20220101000395100000005000 0400000000000005   
0601ZHC4N       20220101000400100000005000 0400000000000005   
0601ZHC4N       20220101000405100000005000 0400000000000005   
0601ZHC4N       20220101000410100000005000 0400000000000005   
0601ZHC4N       20220101000415100000005000 0400000000000005   
0601ZHC4N       20220101000420100000005000 0400000000000005   
0601ZHC4N       20220101000425100000005000 0400000000000005   
0601ZHC4N       20220101000430100000005000 0400000000000005   
0601ZHC4N       20220101000435100000005000 0400000000000005   
0601ZHC4N       20220101000440100000005000 0400000000000005   
0601ZHC4N       20220101000445100000005000 0400000000000004   
0601ZHC4N       20220101000450100000005000 0400000000000004   
0601ZHC4N       20220101000455100000005000 0400000000000004   
0601ZHC4N       20220101000460100000005000 0400000000000004   
0601ZHC4N       20220101000465100000005000 0400000000000004   
0601ZHC4N       20220101000470100000005000 0400000000000004   
0601ZHC4N       20220101000475100000005000 0400000000000004   
0601ZHC4N       20220101000480100000005000 0400000000000004   
0601ZHC4N       20220101000485100000005000 0400000000000004   
0601ZHC4N       20220101000490100000005000 0400000000000004   
0601ZHC4N       20220101000495100000005000 0400000000000004   
0601ZHC4N       20220101000500100000005000 0400000000000004   
0601ZHC4N       20220101000505100000005000 0400000000000004   
0601ZHC4N       20220101000510100000005000 0400000000000004   
0601ZHC4N       20220101000515100000005000 0400000000000004   
0601ZHC4N       20220101000520100000005000 0400000000000004   
0601ZHC4N       20220101000525100000005000 0400000000000004   
0601ZHC4N       20220101000530100000005000 0400000000000004   
0601ZHC4N       20220101000535100000005000 0400000000000004   
0601ZHC4N       20220101000540100000005000 0400000000000004   
0601ZHC4N       20220101000545100000005000 0400000000000004   
0601ZHC4N       20220101000550100000005000 0400000000000004   
0601ZHC4N       20220101000555100000005000 0400000000000004   
0601ZHC4N       20220101000560100000005000 0400000000000004   
0601ZHC4N       20220101000565100000005000 0400000000000004   
0601ZHC4N       20220101000570100000005000 0400000000000006   
0601ZHC4N       20220101000575100000005000 0400000000000007   
0601ZHC4N       20220101000580100000005000 0400000000000009   
0601ZHC4N       20220101000585100000005000 0400000000000011   
0601ZHC4N       20220101000590100000005000 0400000000000013   
0601ZHC4N       20220101000595100000005000 0400000000000014   
0601ZHC4N       20220101000600100000005000 0400000000000016   
0601ZHC4N       20220101000605100000005000 0400000000000018   
0601ZHC4N       20220101000610100000005000 0400000000000019   
0601ZHC4N       20220101000615100000005000 0400000000000021   
0601ZHC4N       20220101000620100000005000 0400000000000023   
